ref_id,report_text,date_case,food,hazard,origin_country,destination_country,hazard_category,year,month
2015.0833,"chilled diced or shredded chicken and pork products from Poland infested with yeasts, intended for Denmark",2015-06-29,chilled diced or shredded chicken and pork products,infested with yeasts,Poland,Denmark,Other,2015,6
2015.0561,Listeria monocytogenes (6000 CFU/g) in raw cow's milk cheese from France,2015-05-07,raw cow's milk cheese,Listeria monocytogenes,France,France,Microbiological contamination,2015,5
2018.2998,"too high content of zinc (377 mg/kg - ppm) in dog food from Italy, intended for Czech Republic",2018-10-24,dog food,too high content of zinc,Italy,Czech Republic,Other,2018,10
2017.2215,"too high count of Escherichia coli (3500 MPN/100g) in live cockles (Cerastoderma spp.) from France, intended for Belgium",2017-12-26,live cockles (cerastoderma spp.),too high count of Escherichia coli,France,Belgium,Microbiological contamination,2017,12
2016.054,"aflatoxins (B1 = 61.7; Tot. = 69.5 µg/kg - ppb) in roasted watermelon kernels from Turkey, intended for Finland",2016-04-29,roasted watermelon kernels,aflatoxins,Turkey,Finland,Mycotoxins,2016,4
2010.1245,mercury (3.0 mg/kg - ppm) in swordfish from Spain,2010-09-17,swordfish,mercury,Spain,Spain,Heavy metals,2010,9
2017.0574,"norovirus (1 out of 5 samples /25g) in frozen raspberries from Poland, intended for Belgium",2017-05-04,frozen raspberries,norovirus,Poland,Belgium,Microbiological contamination,2017,5
2014.0168,"ethephon (1.5; 1.11 mg/kg - ppm) in table grapes from South Africa, intended for Ghana",2014-02-06,table grapes,ethephon,South Africa,Ghana,Other,2014,2
2015.0726,metal fragments in organic dates from the Netherlands,2015-06-10,organic dates,metal fragments,Netherlands,Netherlands,Foreign bodies,2015,6
2019.0178,"Salmonella enterica ser. Typhimurium (present /25g) in chilled turkey breasts from Poland, intended for Germany",2019-01-16,chilled turkey breasts,Salmonella enterica ser. Typhimurium,Poland,Germany,Microbiological contamination,2019,1
2014.1741,"aflatoxins (B1 = 7.3 µg/kg - ppb) in dried figs from Greece, intended for Hungary",2014-12-19,dried figs,aflatoxins,Greece,Hungary,Mycotoxins,2014,12
2014.0271,"unauthorised genetically modified (Bt63) rice in choline chloride 60% corn from China, intended for Bangladesh",2014-02-25,rice in choline chloride 60% corn,unauthorised genetically modified,China,Bangladesh,GMO / unauthorised composition,2014,2
2017.1649,"mercury (2 mg/kg - ppm) in frozen sliced swordfish (Xiphias gladius) from Spain, intended for France",2017-10-12,frozen sliced swordfish (xiphias gladius),mercury,Spain,France,Heavy metals,2017,10
2016.0119,"Listeria monocytogenes (presence /25g) in camembert cheese from France, intended for Estonia",2016-02-04,camembert cheese,Listeria monocytogenes,France,Estonia,Microbiological contamination,2016,2
2018.207,"metal fragments (2-5 mm) in organic coconut flour from Sri Lanka, intended for Switzerland",2018-07-20,organic coconut flour,metal fragments,Sri Lanka,Switzerland,Foreign bodies,2018,7
2018.2478,"shigatoxin-producing Escherichia coli (O103:H2 stx1+, eae+) in raw milk goat's cheese from France, intended for New Caledonia",2018-09-03,raw milk goat's cheese,shigatoxin-producing Escherichia coli,France,New Caledonia,Microbiological contamination,2018,9
2019.1817,"too high content of ragweed (Ambrosia spp.) seeds (up to 304 mg/kg - ppm) in sorghum from France, intended for Belgium",2019-05-16,sorghum,too high content of ragweed (Ambrosia spp.) seeds,France,Belgium,Other,2019,5
2016.1114,"mercury (1.6 mg/kg - ppm) in frozen swordfish steaks from Vietnam, intended for United Kingdom",2016-08-16,frozen swordfish steaks,mercury,Vietnam,United Kingdom,Heavy metals,2016,8
2013.0707,"unauthorised placing on the market (fish could contain too high levels of dioxins) of chilled salmon (Salmo salar) from Sweden, intended for France",2013-05-22,chilled salmon (salmo salar),unauthorised placing on the market,Sweden,France,Labelling / regulatory non-compliance,2013,5
2015.1054,"too high content of E 200 - sorbic acid (530 mg/l) in energy drink from the Netherlands, intended for Canada",2015-08-13,energy drink,too high content of E 200 - sorbic acid,Netherlands,Canada,Other,2015,8
2019.339,"incorrect dosage scoop in protein powder from France, intended for Luxembourg",2019-09-25,protein powder,incorrect dosage scoop,France,Luxembourg,Other,2019,9
2016.1211,"unauthorised substance carbofuran (0.35 mg/kg - ppm) in basil from Thailand, intended for Netherlands",2016-08-31,basil,unauthorised substance carbofuran,Thailand,Netherlands,Labelling / regulatory non-compliance,2016,8
2019.2399,"glass fragments in sesame seeds from Nigeria, intended for Hungary",2019-07-04,sesame seeds,glass fragments,Nigeria,Hungary,Foreign bodies,2019,7
2014.1497,Salmonella enterica (presence /25g) in raw cow milk cheese from France,2014-11-06,raw cow milk cheese,Salmonella,France,France,Microbiological contamination,2014,11
2019.3579,pyrrolizidine alkaloids (1167.8 µg/kg - ppb) in herbal tea mixture from Germany,2019-10-14,herbal tea mixture,pyrrolizidine alkaloids,Germany,Germany,Other,2019,10
2018.2018,"Salmonella enterica ser. Enteritidis (in 3 out of 5 samples /25g) in frozen chicken legs and wings from Poland, intended for Belgium",2018-07-17,frozen chicken legs and wings,Salmonella enterica ser. Enteritidis,Poland,Belgium,Microbiological contamination,2018,7
2009.0416,"copper fragments (wires of +/- 2-7cm x 0.2mm) in starches from the Netherlands, intended for Pakistan",2009-04-02,starches,copper fragments,Netherlands,Pakistan,Other,2009,4
2016.0401,"traces of milk (<20 up to 110 mg/kg - ppm) in chocolate chip cookies from Denmark, intended for United Arab Emirates",2016-04-06,chocolate chip cookies,traces of milk,Denmark,United Arab Emirates,Allergens,2016,4
2015.0279,"unauthorised colour Sudan 4 (1.9 mg/kg - ppm) in red palmoil from unknown origin, via the Netherlands, intended for Germany",2015-03-09,red palmoil,unauthorised colour Sudan 4,unknown origin,Germany,Food additives,2015,3
2011.0091,"Salmonella enterica in hamburgers from Spain, intended for Portugal",2011-01-24,hamburgers,Salmonella,Spain,Portugal,Microbiological contamination,2011,1
2015.164,"Listeria monocytogenes (570 CFU/g) in sheep's milk soft cheese from Spain, intended for Belgium",2015-12-23,sheep's milk soft cheese,Listeria monocytogenes,Spain,Belgium,Microbiological contamination,2015,12
2016.0702,"traces of lactoprotein (>25 mg/kg - ppm) in cocoa cream wafers from Romania, intended for Czech Republic",2016-05-31,cocoa cream wafers,traces of lactoprotein,Romania,Czech Republic,Allergens,2016,5
2019.1838,"Salmonella enterica ser. Infantis (presence /25g) in chilled chicken breasts from Poland, intended for Czech Republic",2019-05-20,chilled chicken breasts,Salmonella enterica ser. Infantis,Poland,Czech Republic,Microbiological contamination,2019,5
2010.1156,"Listeria monocytogenes (<10 CFU/g) in mortadella with pistachio nuts from France, intended for Belgium",2010-08-23,mortadella with pistachio nuts,Listeria monocytogenes,France,Belgium,Microbiological contamination,2010,8
2018.2008,"high content of iodine (247; 330.67 mg/kg - ppm) in dried algae from China, via the Netherlands",2018-07-16,dried algae,high content of iodine,China,Netherlands,Other,2018,7
2015.0125,"shigatoxin-producing Escherichia coli (O 157:H7 eae+, stx2+ /25g) in frozen raw meat material for minced meat from Spain, intended for Germany",2015-02-03,frozen raw meat material for minced meat,shigatoxin-producing Escherichia coli,Spain,Germany,Microbiological contamination,2015,2
2015.0286,"traces of peanut (1.71 mg/kg - ppm) in pili pili powder from China, intended for Poland",2015-03-09,pili pili powder,traces of peanut,China,Poland,Allergens,2015,3
2014.1537,"cadmium (2.1 mg/kg - ppm) in frozen squid from Spain, intended for Croatia",2014-11-14,frozen squid,cadmium,Spain,Croatia,Heavy metals,2014,11
2018.029,"stainless steel wires (0.5 to 120 mm) in haemoglobin powder from the Netherlands, intended for Chile",2018-02-05,haemoglobin powder,wires,Netherlands,Chile,Other,2018,2
2010.1354,Diarrhoeic Shellfish Poisoning (DSP) toxins in mussels (Mytilus galloprovincialis) from Italy,2010-10-07,mussels (mytilus galloprovincialis),Diarrhoeic Shellfish Poisoning (DSP) toxins,Italy,Italy,Other,2010,10
2016.0349,"high content of DPHP - di(2-propylheptyl) phthalate (30.3 %) in lunch box from China, via Italy and via Switzerland, intended for Brazil",2016-03-23,lunch box,high content of DPHP - di(2-propylheptyl) phthalate,China,Brazil,Other,2016,3
2011.0457,"aflatoxins (B1 = 327.9 / B1 = 17.17 / B1 = 151.2 µg/kg - ppb) in groundnuts for birdfeed from India, intended for Germany",2011-04-07,groundnuts for birdfeed,aflatoxins,India,Germany,Mycotoxins,2011,4
2018.0161,plastic fragments in yoghurt from Italy,2018-01-22,yoghurt,plastic fragments,Italy,Italy,Foreign bodies,2018,1
2010.0423,"adverse reaction (irritation of the eyes) caused by liquid in lollipop sticks from China, intended for Estonia",2010-04-02,liquid in lollipop sticks,adverse reaction,China,Estonia,Other,2010,4
2016.0207,"plastic fragments in candy bars from the Netherlands, intended for Belgium",2016-02-23,candy bars,plastic fragments,Netherlands,Belgium,Foreign bodies,2016,2
2018.0751,"Salmonella (presence /25g) in soybean meal from Germany, intended for Austria",2018-03-20,soybean meal,Salmonella,Germany,Austria,Microbiological contamination,2018,3
2012.096,"histamine (1100; 5100; 5100; 4400; 3900; 80 mg/kg - ppm) in raw frozen tuna loins (Thunnus albacares) from Vietnam, intended for Hungary",2012-07-10,raw frozen tuna loins (thunnus albacares),histamine,Vietnam,Hungary,Other,2012,7
2012.0702,"black olives from Belgium infested with moulds (>3000 /g), intended for United Kingdom",2012-05-23,black olives,infested with moulds,Belgium,United Kingdom,Microbiological contamination,2012,5
2015.1054,"too high content of E 200 - sorbic acid (530 mg/l) in energy drink from the Netherlands, intended for Italy",2015-08-13,energy drink,too high content of E 200 - sorbic acid,Netherlands,Italy,Other,2015,8
2016.0658,"ochratoxin A (6.3 µg/kg - ppb) in organic dried raisins and nut mix from Germany, intended for Slovenia",2016-05-23,organic dried raisins and nut mix,ochratoxin A,Germany,Slovenia,Mycotoxins,2016,5
2019.0134,"milk ingredient undeclared on gluten-free organic brown rice chips with red lentils from Bulgaria, intended for Denmark",2019-01-14,gluten-free organic brown rice chips with red lentils,milk ingredient undeclared,Bulgaria,Denmark,Allergens,2019,1
2013.0431,"plastic fragments (20-25mm) in biscuits covered with chocolate from Bulgaria, intended for Canada",2013-03-25,biscuits covered with chocolate,plastic fragments,Bulgaria,Canada,Foreign bodies,2013,3
2019.1727,"shigatoxin-producing Escherichia coli (stx1+ stx2+ eae+) in soft cheese (Chaource) from France, intended for Portugal",2019-05-08,soft cheese (chaource),shigatoxin-producing Escherichia coli,France,Portugal,Microbiological contamination,2019,5
2016.0361,"benzalkonium chloride (BAC) (0.07 mg/kg - ppm) in grapefruit seed extract from Switzerland, via Slovakia, intended for Czech Republic",2016-03-24,grapefruit seed extract,benzalkonium chloride (BAC),Switzerland,Czech Republic,Other,2016,3
2011.1029,"unauthorised substance N-acetylcysteine (presence) in nutritional supplement from the United States, intended for United Kingdom",2011-07-29,nutritional supplement,unauthorised substance N-acetylcysteine,United States,United Kingdom,Labelling / regulatory non-compliance,2011,7
2010.1506,"parasitic infestation with Anisakis of frozen redfish  (Sebastus marinus) from Iceland, intended for Lithuania",2010-11-04,frozen redfish  (sebastus marinus),parasitic infestation with Anisakis,Iceland,Lithuania,Microbiological contamination,2010,11
2010.1766,"carbon monoxide treatment (1642 µg/kg - ppb) of frozen yellowfin tuna chunks from Vietnam, intended for Germany",2010-12-24,frozen yellowfin tuna chunks,carbon monoxide treatment,Vietnam,Germany,Other,2010,12
2019.2839,"migration of aluminium (85 mg/kg - ppm) from ceramic slow cooker from Spain, intended for Germany",2019-08-02,ceramic slow cooker,migration of aluminium,Spain,Germany,Packaging / chemical migration,2019,8
2018.1933,"consumer recall of frozen vegetables from Belgium in relation to a multi-country foodborne outbreak, intended for Croatia",2018-07-10,frozen vegetables,foodborne outbreak,Belgium,Croatia,Microbiological contamination,2018,7
2014.0048,"unauthorised substance omethoate (0.087 mg/kg - ppm) in grapes from Italy, intended for Netherlands",2014-01-14,grapes,unauthorised substance omethoate,Italy,Netherlands,Labelling / regulatory non-compliance,2014,1
2013.071,"Salmonella enterica in paan leaves from Thailand, intended for United Kingdom",2013-05-23,paan leaves,Salmonella,Thailand,United Kingdom,Microbiological contamination,2013,5
2014.1194,"Listeria monocytogenes (2 out of 5 samples /25g) in mushrooms (enoki) from South Korea, intended for Switzerland",2014-08-27,mushrooms (enoki),Listeria monocytogenes,South Korea,Switzerland,Microbiological contamination,2014,8
2010.1368,"parasitic infestation with Anisakis of chilled gutted anglerfish (Lophius piscatorius) from the United Kingdom, intended for Italy",2010-10-11,chilled gutted anglerfish (lophius piscatorius),parasitic infestation with Anisakis,United Kingdom,Italy,Microbiological contamination,2010,10
2019.0793,"unauthorised genetically modified bacteria (Bacillus subtilis) in vitamin B2 80% for feed use from China, intended for Ghana",2019-02-28,vitamin b2 80% for feed use,unauthorised genetically modified,China,Ghana,GMO / unauthorised composition,2019,2
2012.0495,"oxamyl (0.34 mg/kg - ppm) in string beans from Morocco, intended for Italy",2012-04-04,string beans,oxamyl,Morocco,Italy,Other,2012,4
2012.0347,"aflatoxins (B1 = 132; Tot. = 143 µg/kg - ppb) in pistachio nuts from Iran, intended for United Kingdom",2012-03-06,pistachio nuts,aflatoxins,Iran,United Kingdom,Mycotoxins,2012,3
2010.093,"migration of formaldehyde (430 mg/kg - ppm) from melamine bowls from China, via Italy, intended for Slovenia",2010-07-09,melamine bowls,migration of formaldehyde,China,Slovenia,Packaging / chemical migration,2010,7
2016.127,"food supplement from the United States containing unauthorised substance synephrine and caffeine, intended for Belgium",2016-09-13,food supplement containing caffeine,unauthorised substance synephrine,United States,Belgium,Labelling / regulatory non-compliance,2016,9
2019.1067,"strawberry, grape and banana smoothie bowl from France infested with moulds, intended for Finland",2019-03-21,"strawberry, grape and banana smoothie bowl",infested with moulds,France,Finland,Microbiological contamination,2019,3
2017.098,"suffocation risk as a result of the consumption of hard sugar balls with acid powder from the Netherlands, intended for Germany",2017-07-06,hard sugar balls with acid powder,suffocation risk as a result of the consumption,Netherlands,Germany,Other,2017,7
2019.2232,"Listeria monocytogenes (1000 CFU/g) in organic sliced dried pork from Spain, intended for France",2019-06-20,organic sliced dried pork,Listeria monocytogenes,Spain,France,Microbiological contamination,2019,6
2014.1532,"dimethoate (0.23; 0.24 mg/kg - ppm) in white turnips from Belgium, intended for Netherlands",2014-11-13,white turnips,dimethoate,Belgium,Netherlands,Other,2014,11
2018.3252,"excessive shelf life for various fish products from the Netherlands, intended for Germany",2018-11-13,various fish products,excessive shelf life,Netherlands,Germany,Other,2018,11
2018.3744,large fish bone fragments in frozen chunky battered haddock fish fingers from the United Kingdom,2018-12-20,frozen chunky battered haddock fish fingers,fish bone fragments,United Kingdom,United Kingdom,Other,2018,12
2017.1258,"unauthorised substance fipronil (0.094 mg/kg - ppm) in egg yolk powder from Germany, intended for Poland",2017-08-22,egg yolk powder,unauthorised substance fipronil,Germany,Poland,Labelling / regulatory non-compliance,2017,8
2017.1843,"unauthorised substance anthraquinone (0.18 mg/kg - ppm) in organic tea from Brazil, via Germany, intended for Czech Republic",2017-11-06,organic tea,unauthorised substance anthraquinone,Brazil,Czech Republic,Labelling / regulatory non-compliance,2017,11
2019.1182,"altered organoleptic characteristics (alcohol content) of mineral water from France, intended for United Kingdom",2019-03-28,mineral water,altered organoleptic characteristics,France,United Kingdom,Other,2019,3
2019.2899,"pyrrolizidine alkaloids (17183 µg/kg - ppb) in rubbed peppermint from Turkey, intended for Germany",2019-08-08,rubbed peppermint,pyrrolizidine alkaloids,Turkey,Germany,Other,2019,8
2018.2,"residue level above MRL for doxycycline (321 µg/kg - ppb) in chilled pig carcasses from Belgium, intended for Netherlands",2018-07-16,chilled pig carcasses,residue level above MRL for doxycycline,Belgium,Netherlands,Pesticide residues,2018,7
2012.0085,"irradiation in an unauthorised facility of dried and salted jack mackerels from Vietnam, intended for Estonia",2012-01-16,dried and salted jack mackerels,irradiation in an unauthorised facility,Vietnam,Estonia,Irradiation,2012,1
2018.0979,"metal wires in cottage cheese from Germany, intended for Qatar",2018-04-12,cottage cheese,metal wires,Germany,Qatar,Other,2018,4
2016.1049,"enteropathogenic Escherichia coli (O26:H11; stx1-; stx2-; eae+) in raw milk cheese from France, intended for Hong Kong",2016-08-04,raw milk cheese,enteropathogenic Escherichia coli,France,Hong Kong,Microbiological contamination,2016,8
2019.3481,"Diarrhoeic Shellfish Poisoning (DSP) toxins - okadaic acid (>320 µg/kg - ppb) in live mussels (Mytilus galloprovincialis) from Italy, intended for Spain",2019-10-04,live mussels (mytilus galloprovincialis),Diarrhoeic Shellfish Poisoning (DSP) toxins - okadaic acid,Italy,Spain,Other,2019,10
2016.1713,"Salmonella enterica ser. Enteritidis (presence /25g) in chicken eggs from Poland, intended for Hungary",2016-12-07,chicken eggs,Salmonella enterica ser. Enteritidis,Poland,Hungary,Microbiological contamination,2016,12
2017.1489,"Salmonella enterica ser. Enteritidis (presence /25g) in frozen chicken breast fillets from Thailand, via the Netherlands, intended for Ireland",2017-09-21,frozen chicken breast fillets,Salmonella enterica ser. Enteritidis,Thailand,Ireland,Microbiological contamination,2017,9
2018.0897,"irradiation in an unauthorised facility of frozen frog legs from Vietnam, intended for France",2018-04-04,frozen frog legs,irradiation in an unauthorised facility,Vietnam,France,Irradiation,2018,4
2015.1607,"Listeria monocytogenes (presence /25g) in chilled smoked salmon from Denmark, intended for Switzerland",2015-12-18,chilled smoked salmon,Listeria monocytogenes,Denmark,Switzerland,Microbiological contamination,2015,12
2019.3907,"Salmonella (presence /25g) in chilled chicken burger from Belgium, intended for Netherlands",2019-11-06,chilled chicken burger,Salmonella,Belgium,Netherlands,Microbiological contamination,2019,11
2016.1255,"shigatoxin-producing Escherichia coli (stx1+ /25g) in organic barley grass tablets from Germany, intended for Croatia",2016-09-09,organic barley grass tablets,shigatoxin-producing Escherichia coli,Germany,Croatia,Microbiological contamination,2016,9
2017.0045,"unauthorised use of colour E 110 - Sunset Yellow FCF (252.8; 265.2 mg/kg - ppm) in banana sauces from the Philippines, via the Netherlands and via the United Kingdom, intended for Ireland",2017-01-11,banana sauces,unauthorised use of colour E 110 - Sunset Yellow FCF,Philippines,Ireland,Food additives,2017,1
2010.0897,"Bacillus cereus (27xE6 CFU/g) in ricotta from Italy, intended for United Kingdom",2010-07-06,ricotta,Bacillus cereus,Italy,United Kingdom,Microbiological contamination,2010,7
2019.4428,"chlorpyrifos (0.09 mg/kg - ppm) in limes from Brazil, via the Netherlands, intended for Denmark",2019-12-13,limes,chlorpyrifos,Brazil,Denmark,Other,2019,12
2016.1816,"Salmonella enterica ser. Typhimurium (presence /25g) in chilled duck breast from Hungary, intended for France",2016-12-28,chilled duck breast,Salmonella enterica ser. Typhimurium,Hungary,France,Microbiological contamination,2016,12
2012.1319,"traces of peanut (3.7 mg/kg - ppm) in bread from France, intended for Netherlands",2012-09-14,bread,traces of peanut,France,Netherlands,Allergens,2012,9
2012.1106,too high count of Escherichia coli (3500 MPN/100g) in chilled clams from Italy,2012-08-01,chilled clams,too high count of Escherichia coli,Italy,Italy,Microbiological contamination,2012,8
2017.0057,"metal fragments in sugarfree drops from China, intended for Norway",2017-01-12,sugarfree drops,metal fragments,China,Norway,Foreign bodies,2017,1
2016.121,"mercury (1.35 mg/kg - ppm) in defrosted swordfish (Xiphias gladius) from Spain, intended for Italy",2016-08-31,defrosted swordfish (xiphias gladius),mercury,Spain,Italy,Heavy metals,2016,8
2014.1521,"rice from Italy infested with insects, intended for United Arab Emirates",2014-11-12,rice,infested with insects,Italy,United Arab Emirates,Other,2014,11
2016.1482,"aflatoxins (B1 = 18.2; Tot. = 22.2 µg/kg - ppb) in whole melon seeds (egusi) from the Netherlands, intended for Sweden",2016-10-28,whole melon seeds (egusi),aflatoxins,Netherlands,Sweden,Mycotoxins,2016,10
2017.1053,"high content of vitamin B6 (80 mg/l) in energy drink from unknown origin, via the United Kingdom and via the Netherlands, intended for Italy",2017-07-18,energy drink,high content of vitamin B6,unknown origin,Italy,Other,2017,7
2019.4463,"Salmonella enterica ser. Enteritidis (presence /25g) in chilled chicken breast from Poland, intended for Slovakia",2019-12-16,chilled chicken breast,Salmonella enterica ser. Enteritidis,Poland,Slovakia,Microbiological contamination,2019,12
2015.0514,"traces of peanut (13 mg/kg - ppm) in chilli powder from China, intended for Netherlands",2015-04-23,chilli powder,traces of peanut,China,Netherlands,Allergens,2015,4
2016.1093,"unauthorised novel food ingredient Acacia rigidula in food supplement from the United States, intended for Italy",2016-08-11,food supplement,unauthorised novel food ingredient Acacia rigidula,United States,Italy,Labelling / regulatory non-compliance,2016,8
2009.1462,"unauthorised genetically modified (FP 967 suspected) linseed in bakery products from Germany, intended for United Kingdom",2009-10-28,linseed in bakery products,unauthorised genetically modified,Germany,United Kingdom,GMO / unauthorised composition,2009,10
2014.0489,"risk of breakage (due to secondary fermentation) of glass bottles containing sambal sauce from the Netherlands, intended for Bosnia and Herzegovina",2014-04-09,glass bottles containing sambal sauce,risk of breakage,Netherlands,Bosnia and Herzegovina,Other,2014,4
2019.2355,"plastic fragments (small blue plastic pieces) in chilled black pudding from Ireland, intended for United Kingdom",2019-07-01,chilled black pudding,plastic fragments,Ireland,United Kingdom,Foreign bodies,2019,7
2009.0047,"Listeria monocytogenes (40 CFU/g) in gorgonzola from Italy, intended for Hong Kong",2009-01-16,gorgonzola,Listeria monocytogenes,Italy,Hong Kong,Microbiological contamination,2009,1
2017.2095,"foodborne outbreak suspected (Salmonella Agona) to be caused by infant formula from France, intended for Poland",2017-12-04,infant formula,foodborne outbreak suspected,France,Poland,Microbiological contamination,2017,12
2018.1832,"plastic fragments in ice cream from Belgium, intended for Denmark",2018-06-29,ice cream,plastic fragments,Belgium,Denmark,Foreign bodies,2018,6
2016.0865,"incorrect labelling on frozen hake fillets (Merluccius productus) from China, intended for Italy",2016-06-30,frozen hake fillets (merluccius productus),incorrect labelling,China,Italy,Labelling / regulatory non-compliance,2016,6
2013.0843,"Listeria monocytogenes (200 000 CFU/g) in raw milk cheese from France, intended for Italy",2013-06-14,raw milk cheese,Listeria monocytogenes,France,Italy,Microbiological contamination,2013,6
2018.1999,"consumer recall of frozen corn from Hungary in relation to a multi-country foodborne outbreak, intended for Luxembourg",2018-07-16,frozen corn,foodborne outbreak,Hungary,Luxembourg,Microbiological contamination,2018,7
2018.0554,"canned coffee from Italy with defective packaging (valve missing), intended for Portugal",2018-03-02,canned coffee,defective packaging,Italy,Portugal,Other,2018,3
2018.2351,"traces of lactoprotein (23.2 mg/kg - ppm) in vegan protein from Belgium, intended for New Caledonia",2018-08-17,vegan protein,traces of lactoprotein,Belgium,New Caledonia,Allergens,2018,8
2015.0941,"stones (2 mm) in green lentils from Germany, intended for Austria",2015-07-17,green lentils,stones,Germany,Austria,Other,2015,7
2009.1631,"migration of primary aromatic amines (4,4'-diaminodiphenylmethane: 70.3; 67.8 µg/dm²) from nylon basting spoon from China, intended for United Kingdom",2009-11-25,nylon basting spoon,migration of primary aromatic amines,China,United Kingdom,Packaging / chemical migration,2009,11
2009.144,"fragments of bones of land animals in dried pork blood from Germany, intended for Poland",2009-10-26,dried pork blood,fragments of bones of land animals,Germany,Poland,Other,2009,10
2015.04,"dead insects in chickpeas from Italy, intended for Belgium",2015-03-31,chickpeas,dead insects,Italy,Belgium,Other,2015,3
2015.0043,glass fragments in dip-sauce from Germany,2015-01-15,dip-sauce,glass fragments,Germany,Germany,Foreign bodies,2015,1
2014.0141,"residue level above MRL for kanamycin (2718 µg/kg - ppb) in frozen snake's meat (Python Molurus Biviftatus) from Vietnam, intended for Austria",2014-01-31,frozen snake's meat (python molurus biviftatus),residue level above MRL for kanamycin,Vietnam,Austria,Pesticide residues,2014,1
2011.188,"foodborne outbreak (monophasic Salmonella serovar 4, 5, 12, i:) caused by dried sausages ""Red Label"" from France, intended for Portugal",2011-12-20,"dried sausages ""red label""",foodborne outbreak,France,Portugal,Microbiological contamination,2011,12
2010.0548,"migration of formaldehyde (from 22.1 to 32.5 mg/kg - ppm) from melamine dish with decor from China, intended for Czech Republic",2010-05-06,melamine dish with decor,migration of formaldehyde,China,Czech Republic,Packaging / chemical migration,2010,5
2019.4054,"Salmonella enterica ser. Enteritidis (in 5 out of 5 samples /25g) in chilled poultry meat from Poland, intended for Bulgaria",2019-11-18,chilled poultry meat,Salmonella enterica ser. Enteritidis,Poland,Bulgaria,Microbiological contamination,2019,11
2018.2806,"metal fragments in chocolate goji berries and plain goji berries from the United Kingdom, intended for Portugal",2018-10-05,chocolate goji berries and plain goji berries,metal fragments,United Kingdom,Portugal,Foreign bodies,2018,10
2010.0057,"unauthorised genetically modified (Bt) rice vermicelli from China, via the Netherlands, intended for Greece",2010-01-20,rice vermicelli,unauthorised genetically modified,China,Greece,GMO / unauthorised composition,2010,1
2017.1595,"unauthorised novel food ingredient Siraitia grosvenorii in food supplement from the United States, intended for Germany",2017-10-04,food supplement,unauthorised novel food ingredient Siraitia grosvenorii,United States,Germany,Labelling / regulatory non-compliance,2017,10
2019.0753,"traces of egg in frozen meatballs from Sweden, intended for Spain",2019-02-26,frozen meatballs,traces of egg,Sweden,Spain,Allergens,2019,2
2019.2755,"Salmonella enterica ser. Derby (presence /25g) in chilled chicken legs from Poland, intended for Lithuania",2019-07-30,chilled chicken legs,Salmonella enterica ser. Derby,Poland,Lithuania,Microbiological contamination,2019,7
2019.403,"migration of melamine (6.6 mg/kg - ppm) from bamboo cups for kids from China, via the United Kingdom, intended for Netherlands",2019-11-15,bamboo cups for kids,migration of melamine,China,Netherlands,Packaging / chemical migration,2019,11
2019.4295,Salmonella group C (in 5 out 5 samples /25g) in chilled chicken quarters from Poland,2019-12-06,chilled chicken quarters,Salmonella group C,Poland,Poland,Microbiological contamination,2019,12
2010.1379,"Listeria monocytogenes (presence /25g) in frozen cooked chicken from China, intended for United Kingdom",2010-10-12,frozen cooked chicken,Listeria monocytogenes,China,United Kingdom,Microbiological contamination,2010,10
2015.0642,"Listeria monocytogenes (660; 840; 690; 680 CFU/g) in chilled smoked salmon from Poland, intended for Germany",2015-05-26,chilled smoked salmon,Listeria monocytogenes,Poland,Germany,Microbiological contamination,2015,5
2015.0616,"risk of breakage of bottles containing panaché from France, intended for Netherlands",2015-05-21,bottles containing panaché,risk of breakage,France,Netherlands,Other,2015,5
2015.0605,Listeria monocytogenes (110 CFU/g) in raw cow's milk cheese from France,2015-05-19,raw cow's milk cheese,Listeria monocytogenes,France,France,Microbiological contamination,2015,5
2010.0404,"Salmonella (presence /25g) in dried sausage from France, intended for Belgium",2010-03-30,dried sausage,Salmonella,France,Belgium,Microbiological contamination,2010,3
2015.0538,"Listeria monocytogenes (400 to 22000 CFU/g) in raw sheep's milk cheese from France, intended for Belgium",2015-04-30,raw sheep's milk cheese,Listeria monocytogenes,France,Belgium,Microbiological contamination,2015,4
2018.0437,"too high content of cyanide (200; 2819; 3005 mg/kg - ppm) in organic bitter apricot kernels from Pakistan, via the Netherlands, intended for Austria",2018-02-20,organic bitter apricot kernels,too high content of cyanide,Pakistan,Austria,Other,2018,2
2016.1685,"Salmonella enterica ser. Enteritidis (in 2 out of 5 samples /25g) in chilled chicken breast fillets from Poland, intended for United Kingdom",2016-12-05,chilled chicken breast fillets,Salmonella enterica ser. Enteritidis,Poland,United Kingdom,Microbiological contamination,2016,12
2015.1023,"fresh quark from France infested with moulds (Geotrichum candidum), intended for Netherlands",2015-08-07,fresh quark,infested with moulds,France,Netherlands,Microbiological contamination,2015,8
2009.033,"aflatoxins (B1 = 6.5; Tot. = 7.1 µg/kg - ppb) in roasted and salted pistachio nuts with shell from Turkey, intended for Germany",2009-03-20,roasted and salted pistachio nuts with shell,aflatoxins,Turkey,Germany,Mycotoxins,2009,3
2011.0058,"prohibited substance chloramphenicol (32.6 µg/kg - ppb) in vitamin A / D3 premix from China, intended for Iran",2011-01-17,vitamin a / d3 premix,prohibited substance chloramphenicol,China,Iran,Veterinary drug residues,2011,1
